,overall_score,company,title,location,EmpBasicInfo,employerStats,JobDescriptionContainer,salary
257,3.7,BNP Paribas,"Cyber Data Scientist, Business and Information Security",Hong Kong,"Company Overview
Size
10000+ Employees
Founded
2000
Type
Company - Public
Industry
Banks & Credit Unions
Sector
Finance
Revenue
$10+ billion (USD)
Visit BNP Paribas Website","3.7
★★★★★
75 %
Recommend to a friend
88 %
Approve of CEO
1779 Ratings","In Asia Pacific, BNP Paribas is one of the best-positioned international financial institutions with an uninterrupted presence since 1860. Currently with over 18,000 employees* and a presence in 13 markets, BNP Paribas provides corporates, institutional and private investors with product and service solutions tailored to their specific needs. It offers a wide range of financial services covering corporate & institutional banking, wealth management, asset management, insurance, as well as retail banking and consumer financing through strategic partnerships.

Worldwide, BNP Paribas has a presence in 68 markets with more than 193,000 employees. It has key positions in its three main activities: Domestic Markets and International Financial Services (whose retail-banking networks and financial services are covered by Retail Banking & Services) and Corporate & Institutional Banking, which serves two client franchises: corporate clients and institutional investors. Asia Pacific is a key strategic region for BNP Paribas and it continues to develop its franchise in the region.

Show More",NA
269,3.6,DFS Group,Graduate Development Program (Data Science) 2021 Intake,Hong Kong,"Company Overview
Size
5001 to 10000 Employees
Founded
1960
Type
Subsidiary or Business Segment
Industry
Gift, Novelty & Souvenir Stores
Sector
Retail
Revenue
$500 million to $1 billion (USD)
Visit DFS Group Website","4.5
★★★★★
84 %
Recommend to a friend
99 %
Approve of CEO
41 Ratings","JOB DESCRIPTION
The Graduate Development program is designed to provide an unparalleled opportunity for candidates to learn all aspects of Technology in our luxury travel retail business. These learning opportunities take the form of hands on experiential learning. Management Trainees are assigned departmental responsibilities including special assignments and projects and interact with managers, coaches and mentors throughout DFS during the 18-month program. During the program, key skills are established that will anchor Management Trainees in their Technology career. Management Trainee participates in on-the-job training, learn new skills, and to demonstrate increasing proficiency and expertise with managerial responsibilities. Depending on individual performance and business needs, a graduated Management Trainee is expected to assume a leadership role in the organization in the function of Data Analytics and Data Science.

Key Responsibilities:
Under the guidance of an experienced manager/coach/mentor/HR Expert, 1. Hands-on Exposure in key Business areas of: a. Business Intelligence, Data Analytics & Data science b. Marketing c. Merchandizing d. Digital e. Store operations 2. People Management a. Develop the appropriate people and communication skills that will strengthen leadership capabilities 3. Projects a. Participate actively in and collaborate with others to ensure projects are completed effectively and on time


Students should possess a Bachelor degree from any of the disciplines indicated below or any other relevant disciplines.
Show More",NA
272,2.5,ELEVATE,"Data Scientist, Product and Analytics",Quarry Bay,"Company Overview
Size
501 to 1000 Employees
Founded
2008
Type
Company - Private
Industry
Consulting
Sector
Business Services
Revenue
Unknown / Non-Applicable
Visit ELEVATE Website","2.5
★★★★★
39 %
Recommend to a friend
50 %
Approve of CEO
2 Ratings","The ELEVATE Analytics team is looking for a purpose-driven and tech-enthusiast data scientist who wants to make an impact in the sustainability field contributing to the improvement of sourcing practices in global supply chains.

Who are we?
ELEVATE is the industry leader in business-driven sustainability and supply chain services globally. We deliver holistic solutions for the full value chain. The Analytics team is at the core of ELEVATE being responsible for driving and delivering innovative products and practices in the industry.
We are a dynamic, agile and dedicated team with a track record of delivering cutting-edge analysis, products and ideas that can enable companies to understand risks in their supply chain and drive sustainable and responsible sourcing practices.





Show More",NA
274,4.3,Roche,Real World Data Scientist,Hong Kong,"Company Overview
Size
10000+ Employees
Founded
1896
Type
Company - Public
Industry
Biotech & Pharmaceuticals
Sector
Biotech & Pharmaceuticals
Revenue
$10+ billion (USD)
Visit Roche Website","4.0
★★★★★
83 %
Recommend to a friend
93 %
Approve of CEO
412 Ratings","Major Accountability
Deliver the expertise to collect and create more meaningful data at scale
To act as an internal big data expert, partner with other functions to provide bio-statistic calculation support, insights and recommendations on big data projects
To support medical writing and academic publication, including scientific meeting abstracts and scientific journals, to effectively communicate big data projects outcome
To collaborate with research and academic groups to facilitate the process of evidence generation projects that are initiated, funded or managed by Medical Affairs
To identify opportunities to partner with external customers to conduct big data projects in support of access and therapeutic area strategies.

Show More",NA
277,4.5,Ekimetrics,Hong Kong / Internship in Strategy & Data Science,Hong Kong,"Company Overview
Size
51 to 200 Employees
Founded
2006
Type
Company - Private
Industry
Advertising & Marketing
Sector
Business Services
Revenue
$25 to $50 million (USD)
Visit Ekimetrics Website","4.5
★★★★★
99 %
Recommend to a friend
100 %
Approve of CEO
13 Ratings","Ekimetrics is the European leader in data science with +240 data scientists and +1,000 projects since 2006.

Thanks to our global presence in Paris, London, NY, HK, we lead projects in +50 countries in all industries (automotive, financial services, retail, telecom, health, etc.).
We help companies steer their data opportunity, build data capabilities, and deploy actionable solutions, to power up marketing and operational performance, as well as (re)energizing business models.
Our primary focus is to deliver immediate business gains, while guaranteeing sustainable data capital for our clients.
We are committed to the most advanced data science, and to building fair and conscious data & AI practices.

Key figures:







Show More",NA
282,4.2,BASF Asia Pacific,"Intern, Data Science & Machine Learning",Hong Kong,"Company Overview
Size
Unknown
Type
Company - Public
Revenue
Unknown / Non-Applicable
Visit BASF Asia Pacific Website","4.2
★★★★★
86 %
Recommend to a friend
100 %
Approve of CEO
2 Ratings","We are a leading chemical company, with the best teams developing intelligent solutions for our customers and for a sustainable future. Our success as a company relies on the engagement of our employees. We encourage our employees to develop their strengths, and we recognize their achievements. For you, this means a wide variety of job roles, and exciting opportunities for learning and career development.

Description
At BASF, we create chemistry for a sustainable future. We combine economic success with environmental protection and social responsibility. Our portfolio is organized into six segments: Chemicals, Materials, Industrial Solutions, Surface Technologies, Nutrition & Care and Agricultural Solutions. BASF’s Asia Pacific regional headquarters is located in Hong Kong and had 467 employees by the end of 2019.
Show More",NA
316,3.5,eClerx LLC,Senior Data Analyst,Hong Kong,"Company Overview
Size
5001 to 10000 Employees
Founded
2000
Type
Company - Public
Industry
Consulting
Sector
Business Services
Revenue
$100 to $500 million (USD)
Visit eClerx LLC Website","3.5
★★★★★
74 %
Recommend to a friend
88 %
Approve of CEO
969 Ratings","Senior Data Analyst
Hire Type: Fixed Term (1 year with possible extension)
Location: Hong Kong
Function: Investment Banking

Position Description
This position is for the data warehouse team based out of a leading investment bank's office in Hong Kong. The candidate will be part of the data warehouse team which manages a large data warehouse & analytics/reporting platform for PWM Asia business. The data warehouse has numerous upstream systems to talk to and produces critical revenue reports for PWM Sales as well as regulatory reports for HKMA/MAS/Firm Compliance and Audit departments.




Show More",NA
317,4.4,Microsoft,Data and AI Specialist,Cyberport,"Company Overview
Size
10000+ Employees
Founded
1975
Type
Company - Public
Industry
Computer Hardware & Software
Sector
Information Technology
Revenue
$10+ billion (USD)
Visit Microsoft Website","3.2
★★★★★
50 %
Recommend to a friend
45 %
Approve of CEO
120 Ratings","Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us to achieve our mission.

Responsibilities
40% of your time will be spent with customers identifying and surfacing new engagements that align with the customer’s business strategy. You will work with partners and others at Microsoft, as well as use our core tools, targeted account lists to identify and engage prioritized customers. You will be required to be disciplined in business-management, adaptable to a culture of accountability and build a strong and active business network.



Show More",NA
318,NA,DECODE CURE Limited,Associate Scientist/Scientist,Hong Kong,NA,"3.9
★★★★★
75 %
Recommend to a friend
91 %
Approve of CEO
389 Ratings","Position Summary:
This position with a title of Associate Scientist or Scientist (for PhD) will support R&D projects at Decode Cure Limited. The role will focus on data science activities and participate in projects such as Bioinformatics Analytical System and Machine Learning. The successful candidate will regularly work and communicate with our collaborators and consultants at US.

Principal duties:
1. Develop Bioinformatics analytical system related to NGS data.

2. Design solutions using HTML, Python, C/C++ and LINUX.

3. Implement solutions onto AWS.

4. Work and communicate closely with our collaborators and consultants at US.

5. Maintain platforms and identify opportunities for improvement.

6. Record project data, assure data consistency/security and maintain data documentation.

7. Candidate with PhD degree will be offered to lead a section of a R&D project.


Excellent verbal and written skills are required; Must be able to work well on a team. Candidate should be detail oriented, and possess excellent interpersonal, problem-solving and organizational skills.


1. A cover letter which highlights knowledge, work experiences and your career goal.

2. Your CV.

3. Submit them (pdf) to info@decodecure.com

Paid annual leave, public holidays and MPF
Show More",NA
319,3.0,MoneySQ Limited,Data Analyst,Hong Kong,"Company Overview
Size
51 to 200 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit MoneySQ Limited Website","3.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Who we are

MoneySQ.com and its partners aim to be the undisputed leader in Online Lending Platform service. We incorporate the latest FinTech solutions into our online platform, ensuring a secure, robust yet user-friendly experience.

At MoneySQ.com, we are committed to finding innovative new ways to utilize financial technology resources to greatly improve the online lending experience. Our professional team constantly seeks to create new solutions to better meet the financing needs of individuals and businesses today, while lowering costs and providing access to new avenues for wealth creation.

Join us now and be part of our exciting journey!

At MoneySQ, we foster a culture of innovation, continuous improvement and collaboration. We strive to develop our talent and support life-long learning to fulfil their personal growth and career aspirations. We offer resources, competitive salary package and good benefit to our employees to keep them engaged at work. We are also committed to creating a positive working environment which value a healthy work-life balance.

To cope with our rapid expansion, we are currently looking for high caliber and passionate individuals to join our growing team.


We are a leading blockchain technology company with an avowed mission to establish a safe, secure, transparent, traceable and trust through advanced technology. We develop innovative business solutions across various industries including but not limited to B2B/B2C online marketplace, financial services, property management and other technology driven projects. We are now looking for an enthusiastic, dynamic and innovation driven individual to join our exciting team.


Perform data analysis to provide actionable insights

Prepare dashboard and other ad-hoc reports

Apply data mining and statistical techniques to developinsights and transformational logic and outcome

Translating data mining results into a clear business focused deliverables

Perform data analytics and modelling based on business requirement to derive business insight reports


Degree holder in Computer Science or a related discipline

Minimum 2 years programming experience in Python, Postgresql, Java under Microsoft Azure cloud environment and/or data analytics

Familiar in DataMart, BI Dashboard, Data analytics, modelling & mining; and visualization tool such as Tableau, Power BI

Hands on experience in MS SQL, MongoDB, NoSQL, Elastic Search, ELK and Algolia

Experience in Machine Learning, Neuro-Linguistic Programming (NLP) is an advantage

Experience in docker and Kubernetes is definitely a plus

Strong in analytical skill and data analytics

Knowledge in Microsoft Azure functionality is essential

Ability to think out of the box and be innovative on data analytics solution design is important

Please send your resume with expected salary by the function ""APPLY NOW"".

Full-time,Permanent
Show More",HK$204K - HK$420K (Glassdoor Est.)
320,NA,SIRIUS Partners Ltd,Head Data Scientist Top financial Institution,Hong Kong,"Company Overview
Size
51 to 200 Employees
Type
Self-employed
Revenue
Unknown / Non-Applicable
Visit SIRIUS Partners Ltd Website",NA,"Fintech, IT / Technology
Hong Kong
Posted 7 months ago

Responsibilities:
Support the Chief Data Officer to create roadmap for implementation of data and analytics strategy.
 Build data models. Review and validate models effectiveness and performances.
 Interpret and present modeling and analytical results to management with insights.
 Evaluate new and existing big data tools to derive and develop new data attributes/features for modeling  Lead the analytics team to address statistical, machine learning, and data understanding problems
Show More",NA
321,3.6,lalamove,Data Science Team Lead,Hong Kong,"Company Overview
Size
501 to 1000 Employees
Founded
2013
Type
Company - Private
Industry
Logistics & Supply Chain
Sector
Transportation & Logistics
Revenue
Unknown / Non-Applicable
Visit lalamove Website","3.6
★★★★★
58 %
Recommend to a friend
78 %
Approve of CEO
53 Ratings","As a Lead of the Data Science Team at Lalamove, you will be managing the growing Data Science team of Data Scientists and Machine Learning Engineers to support different functional departments in the headquarters, as well as our offices around the Globe. You will be responsible for making our products and services intelligent via developing data-driven solutions and bringing them to production. You will work on a variety of challenges including Order Allocation, ETD, Fraud Detection, Vehicle Routing and many other applications you will help drive. The qualified candidate should possess demonstrated track record in leading advanced analytics and machine learning projects which delivered measurable values to the businesses.
Who we seek:
Evangelist: you effectively teach and promote innovative tech, challenge and influence the strategy of stakeholders
Quick learner: you enjoy working with data and algorithms and have the ability to learn new frameworks and technologies quickly
Show More",HK$432K - HK$570K (Glassdoor Est.)
322,NA,Immuno Cure Holding (HK) Limited,Research Scientist,Hong Kong,NA,"3.9
★★★★★
75 %
Recommend to a friend
91 %
Approve of CEO
389 Ratings","We are currently seeking a highly talented and motivated Research Scientist to join our Research and Development team. The ideal candidate will have a strong passion and curiosity for development and applications of new biologics to address unmet medical needs. The successful candidate will be responsible for research and development of novel vaccine and antibody pipelines based on our patented technologies to prevent and treat infectious diseases and cancers.
Reporting to the R&D director, the appointee will be required to:
Conduct rational experimental design and carry out research independently to support the discovery and evaluation of new biologics; techniques required: basic molecular biology techniques, cell culture, cell transfection, ELISA, real time qPCR, flow cytometry, etc
Perform data analysis and interpret results from experiments independently
Keep proper records of all experimental work and data generated
Show More",HK$144K - HK$368K (Glassdoor Est.)
323,NA,Sapientia Technologies Limited,"Research Scientist, Financial Technologies",Hong Kong,NA,"4.1
★★★★★
78 %
Recommend to a friend
82 %
Approve of CEO
260 Ratings","Research Scientist, Quantitative Hedge Fund
Newly created role
Experienced or fresh PhD graduate
We are looking for a highly skilled and motivated PhD graduate who has keen interests in pursuing a career as a Research Scientist. Collaborating with an elite team of data scientist and engineers, this is a unique platform where you could leverage your research expertise to help business achieve breakthrough growth.
About us:
We are a data-driven technology firm headquartered in Hong Kong, with office in Southern China. Leveraging cutting-edge technologies, our scientists, engineers, and investment professionals run through terabytes of data every day to continuously deliver investment and trading decisions. Our partners have worked at the global top quantitative hedge funds and proprietary trading departments of investment bank, with impressive results delivered across major stock, futures, and FX markets etc.

Show More",NA
324,NA,中國通海國際金融,Data Analyst,Hong Kong,NA,"4.1
★★★★★
91 %
Recommend to a friend
98 %
Approve of CEO
698 Ratings","Job Responsibilities
Responsible for building and maintaining data warehouse
Responsible for full data analytical cycles including data collection, ETL, data mining and reporting
Generate insights from data analysis for different areas such as market trend and customer behavior
Translate data insights into meaningful reports in BI dashboard/tools to all levels of the organization
Work with business teams for ad-hoc and regular reporting and data retrieval
Job Requirements


Show More",NA
325,NA,HillmanStep Ltd.,Data Analyst,Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit HillmanStep Ltd. Website",NA,"Responsibilities:
Manage analyze reports for business performance
Monitor, track and analyze performance results of marketing programs
Provide P & L and budgeting reports for management team
Prepare sales performance reports
Assist in advising system automation of data source
Requirements:
Degree in Business Administration / Statistics /IT or related discipline
Minimum 1 years of relevant experience in data analysis; with strong computer skills in Excel/ Visual Basic/ Access Macro
Show More",HK$204K - HK$420K (Glassdoor Est.)
326,NA,SAVVI,Data Analyst,Hong Kong,"Company Overview
Size
Unknown
Type
Company - Public
Revenue
Unknown / Non-Applicable
Visit SAVVI Website","2.8
★★★★★
24 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Hong Kong
You will participate in the effort of bringing innovative machine learning models. You will focus on building efficient and scalable data and present findings to senior management to drive business and marketing decisions. Analyse and mine data at the customer level to gain a better understanding of their usage behaviors, including impacts of current marketing strategies.

Qualifications
BS/MS in Engineering, Computer Science, Math, Economics, Statistics, or equivalent experience.
At least 2 years of analytical and database experience. Marketing analytics or consulting experience is a plus.
Show More",NA
327,NA,TIANYING HOLDING LIMITED,Data Scientist / Statistician/ Machine Learning Researcher,Hong Kong,NA,"4.1
★★★★★
78 %
Recommend to a friend
82 %
Approve of CEO
260 Ratings","Responsibilities:
⁎ Taking a leading research role in researching & developing Machine Learning / Statistical Learning solution

⁎ Selecting features, building and optimizing reinforcement learning strategies using machine learning techniques

⁎ Researching & Developing statistical inference methodologies for functional time series and the optimized strategy

⁎ Performing data analysis and visualizing empirical results in a clear and professional manner

⁎ Creating automated advising systems and constant tracking of its performance

Please send CV to ian@tianyinghltd.com


⁎ Work closely with University professor, experienced financial market practitioners and software engineers.

⁎ Create innovations with latest technologies.


⁎ A good honor Bachelor degree together with a master degree in Math/ Statistics with Minimum 3 years of work experience in Data Science / A.I. projects

OR PhD Degree in Statistics, Mathematics, Data Science or equivalent

⁎ Excellent understanding of machine learning techniques and algorithms, such as DNN, GAN, SVM, Random Forest

⁎ Experience with common data science toolkits, such as Python, R, NumPy, TensorFlow, etc.

⁎ Very Good knowledge in probability and statistics such as hypothesis testing, regression, functional data analysis, large-scale deviation, bias-variance trade-off, stochastic control (reinforcement learning)

⁎ Innovative and strong analytical skills

⁎ Professional in spoken and written English and Chinese

⁎ Finance knowledge is a plus but not a must!
Show More",NA
328,4.0,Hong Kong University,HKU Professoriate Cluster Recruitment (Data Science and/or Big Data Related fields) for the Institute of Data Science,Pok Fu Lam,"Company Overview
Size
10000+ Employees
Founded
1911
Type
College / University
Industry
Colleges & Universities
Sector
Education
Revenue
$1 to $2 billion (USD)
Visit Hong Kong University Website","4.0
★★★★★
74 %
Recommend to a friend
66 %
Approve of CEO
148 Ratings","Ref.: 502558
Work type: Full-time
Department: University (00100)
Categories: Professoriate Staff
Hong Kong
The University of Hong Kong (HKU) is recruiting 100 outstanding academics in emerging fields with potential for scientific and scholarly breakthroughs—above and beyond our existing recruitment programme—to join HKU as assistant, associate, or full professors, on tenure-track or with direct tenure (https://www.prof-scholars.hku.hk/).
To achieve strategic cluster recruitment, the Institute of Data Science (HKU-IDS) invites applications for multiple positions in the general area of machine learning, data science, and artificial intelligence. We welcome outstanding candidates from diverse disciplines in computer science, statistics, optimization, applied mathematics and other related areas to apply. Each successful candidate will be jointly appointed between HKU-IDS and the academic department at HKU best aligned with the candidate’s work.

Show More",NA
329,NA,SmartBLKTrade Limited (SBT),Full-stack Machine Learning Engineer,Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit SmartBLKTrade Limited (SBT) Website",NA,"Summary
Industry:
Trading
Job Category / Function:
IT (Application - Software)
IT (Software / Web Developer)
IT (Application - Network)
IT (Others)
Engineering (Mechanical)
Job Position Level:
Middle
Employment Term:
Full Time
Min. Edu. Level Req:



Show More",NA
330,3.6,DFS Group,Graduate Development Program (Data Science) 2021 Intake,Hong Kong,"Company Overview
Size
5001 to 10000 Employees
Founded
1960
Type
Subsidiary or Business Segment
Industry
Gift, Novelty & Souvenir Stores
Sector
Retail
Revenue
$500 million to $1 billion (USD)
Visit DFS Group Website","3.6
★★★★★
62 %
Recommend to a friend
80 %
Approve of CEO
129 Ratings","JOB DESCRIPTION
The Graduate Development program is designed to provide an unparalleled opportunity for candidates to learn all aspects of Technology in our luxury travel retail business. These learning opportunities take the form of hands on experiential learning. Management Trainees are assigned departmental responsibilities including special assignments and projects and interact with managers, coaches and mentors throughout DFS during the 18-month program. During the program, key skills are established that will anchor Management Trainees in their Technology career. Management Trainee participates in on-the-job training, learn new skills, and to demonstrate increasing proficiency and expertise with managerial responsibilities. Depending on individual performance and business needs, a graduated Management Trainee is expected to assume a leadership role in the organization in the function of Data Analytics and Data Science.

Key Responsibilities:
Under the guidance of an experienced manager/coach/mentor/HR Expert, 1. Hands-on Exposure in key Business areas of: a. Business Intelligence, Data Analytics & Data science b. Marketing c. Merchandizing d. Digital e. Store operations 2. People Management a. Develop the appropriate people and communication skills that will strengthen leadership capabilities 3. Projects a. Participate actively in and collaborate with others to ensure projects are completed effectively and on time


Students should possess a Bachelor degree from any of the disciplines indicated below or any other relevant disciplines.
Show More",HK$240K - HK$550K (Glassdoor Est.)
331,4.0,China Unicom (HK) Operations Limited,Data Analyst Engineer,Hong Kong,"Company Overview
Size
10000+ Employees
Founded
2000
Type
Company - Public
Industry
Telecommunications Services
Sector
Telecommunications
Revenue
$10+ billion (USD)
Visit China Unicom (HK) Operations Limited Website","4.0
★★★★★
64 %
Recommend to a friend
96 %
Approve of CEO
8 Ratings","China Unicom (Hong Kong) Operations Ltd is a member of China Unicom that provides telecommunication services in Hong Kong. To cope with our development, we would like to invite high caliber candidates to apply for the following position:

Job Responsibilities:
Responsible for the requirement analysis of daily big data projects, evaluate the feasibility of the data requirement scheme, confirm the data caliber and relevant details with the big data development team, ensure the requirement implementation progress and continuously track

Responsible for the project operation, maintenance and project planning of IT Surveillance system, promote the project construction and guarantee the project quality

Responsible for operation and maintenance of business analysis platform, big data platform, daily data extraction requirements, etc

Responsible for participating in the system function acceptance and organization of users before the line of functional acceptance


Minimum Bachelor degree in Statistics, Computer Science, Management or related subject

At least 1 years of Big data project management experience

Good communication and cooperation ability and project management ability

Familiar with data platform, data label, data warehouse theory is preferred

Experience using SQL, hive and other database tools is preferred

Excellent Chinese and English expression skills and data analysis skills, proficient in EXCEL, PPT, Word

Full-time,Permanent
Show More",NA
332,3.0,Swing Consulting,Senior Data Analyst,Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Swing Consulting Website","3.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Perform data extraction, transformation, data management and visualization into automated procedures
Provide maintenance for existing data analytic solutions
Understand the needs and identify the best data solutions
Provide and implement data analytic solutions
Help creating prototypes of data analytic solutions
Conduct research and data projects
A bachelor’s degree in Computer Science, Statistics, Data Science, or other related fields
At least 4 years of relevant working experiences
Experience in Python or R, SQL, Javascript, HTML development, and BI tools is preferred


Show More",HK$282K - HK$450K (Glassdoor Est.)
333,3.4,Selby Jennings,Head of Quant/Lead Quantitative Analyst - Hedge Fund,Hong Kong,"Company Overview
Size
201 to 500 Employees
Founded
2004
Type
Subsidiary or Business Segment
Industry
Staffing & Outsourcing
Sector
Business Services
Revenue
$10 to $25 million (USD)
Visit Selby Jennings Website","3.4
★★★★★
73 %
Recommend to a friend
96 %
Approve of CEO
25 Ratings","Responsibilities:
Lead the firm's quantitative trading efforts (HFT market making)
Conduct alpha research, portfolio optimization, and alpha blending to maximize returns from each signal produced by the team
Manage an existing global team of traders, quant researchers and developers.
Collaborate with CEO and CTO to spearhead idea generation around the fund and its performance.
Oversee the risk management of trade operations.
Requirements:
Show More",NA
336,5.0,Pinpoint Asia,Data Engineer (ETL),Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Pinpoint Asia Website","5.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Our client, a large financial group is looking for a Data Engineer with ETL experience to join their Data engineering team. The selected candidates will be working on large-scale data projects. Great project sound project exposure and growth opportunities.
Responsibilities:
– Work with the business analysts and translate the technical data requirements to the development team.
– Analyze the Data Interchange formats Participate in the entire SDLC including user requirements collection, system design, development, documentation, and testing.
– Design the data flow in the data lake platform.
– Analyze, design and develop the data pipeline, framework, and infrastructure for data generations.
– Develop application and ETL scripts for big data analytics.
– Manage data service delivery projects.
– Design and develop data storage strategy and architecture.







Show More",NA
337,3.2,Dah Sing Financial Group,"Data Analyst/ Assistant Manager, Core Banking Project (contract)",Hong Kong,"Company Overview
Size
1001 to 5000 Employees
Founded
1987
Type
Company - Public
Industry
Banks & Credit Unions
Sector
Finance
Revenue
$100 to $500 million (USD)
Visit Dah Sing Financial Group Website","3.2
★★★★★
24 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","The Dah Sing Group is a leading financial services group in Hong Kong offering banking, insurance, financial and other related services through its growing network of over 70 branches in Hong Kong, Macau and Mainland China.

Our currency is caring, teamwork and progressiveness. We accept that everyone is unique and different in talent, but alike in the capacity for growth. Our task is to shape a culture that creates a sense of pride in achieving something beyond just a job, and an environment where you can be your true and authentic self, like at home.

Reporting to the Project Manager / Head of Data Quality Management, you will be responsible to improve and ensure the data quality of customer information by conducting data analysis, evaluating data cleansing options, coordinating with IT project teams on implementation, performing data quality monitoring, and exercising control according to the data governance framework and relevant procedures and guidelines.


Perform data analysis with query tools on database repositories

Perform development work on database, reporting and ETL tasks

Coordinate with IT teams and users to conduct data analysis and data cleansing exercise

Work with IT project teams and/or solution providers to implement data governance and quality rules

Conduct ongoing monitoring on the conformance with data quality management procedures and guidelines

Provide production support and troubleshooting on data management systems


University degree in Computer Science, Information Systems and/or related disciplines

Minimum 4 years' experience in IT industry with at least 2 years in data related analysis and design, data cleansing and data modelling and/or related application development projects

Minimum 2 years' experience in the banking sector with good understanding in related business applications, data management and related technologies

Must have hands-on experience in SQL and data query tools

Working experience in data query and integration tools (Cognos, DataStage, Power BI, SSRS) and ETL programming is desired

General understanding in data quality improvement and data management processes

Data management experience in Core Banking system revamp project is a plus

Good communication skills in Cantonese and English, with Putonghua an advantage

Candidates with less experience but are interest in developing career in data quality management will also be considered.

Please note that only shortlisted candidates will be notified.

Full-time,Contract
Show More",NA
338,NA,Vanny Science Development Limited,Senior Scientist/Scientist – PCR Specialist,Hong Kong,NA,NA,"Vanny Bioscience is currently recruiting for a Senior Scientist/Scientist – PCR Specialist. The ideal candidate should have extensive experience in the PCR testing in pre-clinical laboratory and R&D lab management. This is an exciting opportunity for an independent and talented individual to help build pre-clinical sequencing laboratory services.

Major responsibilities:
Assist with designing lab processes and procedures for PCR testing to ensure efficient turn-around time and accuracy of results

Consort testing activities for quality assurance, including coordination of both internal and external testing, verification of results, data summarization, and troubleshooting

Coordinate document collection for quality assurance of pre-clinical products, including review and assessment of internal compliance documents, development of sample test plans, and data summarisation

Validate bioinformatics data using various techniques, such as PCR, qRT-PCR, ELISA kits, and Northern analysis

Manage staff on lab site for the effective process of departmental operations

Perform ad hoc assignments when required


Master or above degree in molecular biology, biochemistry, genetics, biomedical sciences / life sciences or related field

Advanced knowledge in molecular biology techniques including cloning, primer/probe design, sequencing and PCR assay development

2+ years of managerial roles and a total of 6+ years industry experience

Knowledge of GLP and AAALAC standards are preferred

Able to travel regularly for training and other business related activities

Proficiency in Cantonese, Mandarin and English

Proficiency with Microsoft Office suite, and key software applications relevant to publication planning and implementation, such as EndNote, literature search indices, journal databases, etc.

Positive, true team player, open-minded and possess a strong sense of responsibility

Short notice period or immediately available is preferred

Interested candidates, please forward your detailed resume with date available, present and expected salary to [email redacted, apply via Company website] .

All personal data collected will be treated in strict confidence and will only be used for recruitment purpose.

Full-time
Show More",NA
